n,T,pr,Model,Activity,Scenario,Region,Label,Mask,Season,Year,
5490,0.07,2.8,cccma_cgcm3_1_t6,CMIP3,B1,Central North America,CNA,land,ANN,2085,
5491,0.16,2.81,cccma_cgcm3_1_t6,CMIP3,B1,Central North America,CNA,land,DJF,2085,
5492,-0.11,3.04,cccma_cgcm3_1_t6,CMIP3,B1,Central North America,CNA,land,JJA,2085,
5493,0.04,2.67,cccma_cgcm3_1_t6,CMIP3,B1,Central North America,CNA,land,MAM,2085,
5494,0.19,2.69,cccma_cgcm3_1_t6,CMIP3,B1,Central North America,CNA,land,SON,2085,
5495,0.05,2.67,cccma_cgcm3_1_t6,CMIP3,B1,East Africa,EAF,land,ANN,2085,
5496,0.12,2.78,cccma_cgcm3_1_t6,CMIP3,B1,East Africa,EAF,land,DJF,2085,
5497,-0.14,2.71,cccma_cgcm3_1_t6,CMIP3,B1,East Africa,EAF,land,JJA,2085,
5498,0.3,2.54,cccma_cgcm3_1_t6,CMIP3,B1,East Africa,EAF,land,MAM,2085,
5499,-0.08,2.65,cccma_cgcm3_1_t6,CMIP3,B1,East Africa,EAF,land,SON,2085,
5500,0.2,2.11,cccma_cgcm3_1_t6,CMIP3,B1,Eastern Asia,EAS,land,ANN,2085,
5501,0.04,2.33,cccma_cgcm3_1_t6,CMIP3,B1,Eastern Asia,EAS,land,DJF,2085,
5502,0.3,2.07,cccma_cgcm3_1_t6,CMIP3,B1,Eastern Asia,EAS,land,JJA,2085,
5503,0.24,1.99,cccma_cgcm3_1_t6,CMIP3,B1,Eastern Asia,EAS,land,MAM,2085,
5504,0.23,2.06,cccma_cgcm3_1_t6,CMIP3,B1,Eastern Asia,EAS,land,SON,2085,
5505,0.11,2.2,cccma_cgcm3_1_t6,CMIP3,B1,Eastern North America,ENA,land,ANN,2085,
5506,0.47,2.38,cccma_cgcm3_1_t6,CMIP3,B1,Eastern North America,ENA,land,DJF,2085,
5507,-0.23,2.13,cccma_cgcm3_1_t6,CMIP3,B1,Eastern North America,ENA,land,JJA,2085,
5508,0.13,2.05,cccma_cgcm3_1_t6,CMIP3,B1,Eastern North America,ENA,land,MAM,2085,
5509,0.05,2.24,cccma_cgcm3_1_t6,CMIP3,B1,Eastern North America,ENA,land,SON,2085,
5510,-0.11,2.52,cccma_cgcm3_1_t6,CMIP3,B1,Southern Europe/Mediterranean,MED,land,ANN,2085,
5511,-0.01,2.14,cccma_cgcm3_1_t6,CMIP3,B1,Southern Europe/Mediterranean,MED,land,DJF,2085,
5512,-0.2,2.9,cccma_cgcm3_1_t6,CMIP3,B1,Southern Europe/Mediterranean,MED,land,JJA,2085,
5513,-0.08,2.53,cccma_cgcm3_1_t6,CMIP3,B1,Southern Europe/Mediterranean,MED,land,MAM,2085,
5514,-0.14,2.49,cccma_cgcm3_1_t6,CMIP3,B1,Southern Europe/Mediterranean,MED,land,SON,2085,
5515,0.17,3.06,cccma_cgcm3_1_t6,CMIP3,B1,North Asia,NAS,land,ANN,2085,
5516,0.12,4.45,cccma_cgcm3_1_t6,CMIP3,B1,North Asia,NAS,land,DJF,2085,
5517,0.21,2.08,cccma_cgcm3_1_t6,CMIP3,B1,North Asia,NAS,land,JJA,2085,
5518,0.17,2.84,cccma_cgcm3_1_t6,CMIP3,B1,North Asia,NAS,land,MAM,2085,
5519,0.17,2.85,cccma_cgcm3_1_t6,CMIP3,B1,North Asia,NAS,land,SON,2085,
5520,0.16,2.43,cccma_cgcm3_1_t6,CMIP3,B1,Australia/North Australia,NAU,land,ANN,2085,
5521,0.06,2.53,cccma_cgcm3_1_t6,CMIP3,B1,Australia/North Australia,NAU,land,DJF,2085,
5522,0.15,2.39,cccma_cgcm3_1_t6,CMIP3,B1,Australia/North Australia,NAU,land,JJA,2085,
5523,0.36,2.46,cccma_cgcm3_1_t6,CMIP3,B1,Australia/North Australia,NAU,land,MAM,2085,
5524,0.07,2.33,cccma_cgcm3_1_t6,CMIP3,B1,Australia/North Australia,NAU,land,SON,2085,
5525,-0.16,2.55,cccma_cgcm3_1_t6,CMIP3,B1,Northeast Brazil,NEB,land,ANN,2085,
5526,-0.43,2.57,cccma_cgcm3_1_t6,CMIP3,B1,Northeast Brazil,NEB,land,DJF,2085,
5527,-0.05,2.42,cccma_cgcm3_1_t6,CMIP3,B1,Northeast Brazil,NEB,land,JJA,2085,
5528,-0.07,2.39,cccma_cgcm3_1_t6,CMIP3,B1,Northeast Brazil,NEB,land,MAM,2085,
5529,-0.1,2.82,cccma_cgcm3_1_t6,CMIP3,B1,Northeast Brazil,NEB,land,SON,2085,
5530,0.21,3.08,cccma_cgcm3_1_t6,CMIP3,B1,Northern Europe,NEU,land,ANN,2085,
5531,0.28,4.37,cccma_cgcm3_1_t6,CMIP3,B1,Northern Europe,NEU,land,DJF,2085,
5532,0.09,1.95,cccma_cgcm3_1_t6,CMIP3,B1,Northern Europe,NEU,land,JJA,2085,
5533,0.22,3.66,cccma_cgcm3_1_t6,CMIP3,B1,Northern Europe,NEU,land,MAM,2085,
5534,0.24,2.31,cccma_cgcm3_1_t6,CMIP3,B1,Northern Europe,NEU,land,SON,2085,
5535,-0.01,2.25,cccma_cgcm3_1_t6,CMIP3,B1,Southern Africa,SAF,land,ANN,2085,
5536,0.24,2.17,cccma_cgcm3_1_t6,CMIP3,B1,Southern Africa,SAF,land,DJF,2085,
5537,-0.12,2.18,cccma_cgcm3_1_t6,CMIP3,B1,Southern Africa,SAF,land,JJA,2085,
5538,-0.0,2.31,cccma_cgcm3_1_t6,CMIP3,B1,Southern Africa,SAF,land,MAM,2085,
5539,-0.16,2.33,cccma_cgcm3_1_t6,CMIP3,B1,Southern Africa,SAF,land,SON,2085,
5540,-0.09,2.99,cccma_cgcm3_1_t6,CMIP3,B1,Africa: Sahara,SAH,land,ANN,2085,
5541,-0.01,2.62,cccma_cgcm3_1_t6,CMIP3,B1,Africa: Sahara,SAH,land,DJF,2085,
5542,-0.17,3.15,cccma_cgcm3_1_t6,CMIP3,B1,Africa: Sahara,SAH,land,JJA,2085,
5543,-0.11,3.18,cccma_cgcm3_1_t6,CMIP3,B1,Africa: Sahara,SAH,land,MAM,2085,
5544,-0.09,2.99,cccma_cgcm3_1_t6,CMIP3,B1,Africa: Sahara,SAH,land,SON,2085,
5545,0.35,2.37,cccma_cgcm3_1_t6,CMIP3,B1,South Asia,SAS,land,ANN,2085,
5546,0.07,2.53,cccma_cgcm3_1_t6,CMIP3,B1,South Asia,SAS,land,DJF,2085,
5547,0.8,2.03,cccma_cgcm3_1_t6,CMIP3,B1,South Asia,SAS,land,JJA,2085,
5548,0.15,2.67,cccma_cgcm3_1_t6,CMIP3,B1,South Asia,SAS,land,MAM,2085,
5549,0.39,2.25,cccma_cgcm3_1_t6,CMIP3,B1,South Asia,SAS,land,SON,2085,
5550,0.03,2.04,cccma_cgcm3_1_t6,CMIP3,B1,South Australia/New Zealand,SAU,land,ANN,2085,
5551,-0.11,2.17,cccma_cgcm3_1_t6,CMIP3,B1,South Australia/New Zealand,SAU,land,DJF,2085,
5552,0.09,1.99,cccma_cgcm3_1_t6,CMIP3,B1,South Australia/New Zealand,SAU,land,JJA,2085,
5553,0.1,2.09,cccma_cgcm3_1_t6,CMIP3,B1,South Australia/New Zealand,SAU,land,MAM,2085,
5554,0.03,1.9,cccma_cgcm3_1_t6,CMIP3,B1,South Australia/New Zealand,SAU,land,SON,2085,
5555,0.33,2.03,cccma_cgcm3_1_t6,CMIP3,B1,Southeast Asia (sea),SEA,sea,ANN,2085,
5556,0.21,2.04,cccma_cgcm3_1_t6,CMIP3,B1,Southeast Asia (sea),SEA,sea,DJF,2085,
5557,0.39,2.04,cccma_cgcm3_1_t6,CMIP3,B1,Southeast Asia (sea),SEA,sea,JJA,2085,
5558,0.47,2.04,cccma_cgcm3_1_t6,CMIP3,B1,Southeast Asia (sea),SEA,sea,MAM,2085,
5559,0.23,2.01,cccma_cgcm3_1_t6,CMIP3,B1,Southeast Asia (sea),SEA,sea,SON,2085,
5560,0.19,2.15,cccma_cgcm3_1_t6,CMIP3,B1,Southeastern South America,SSA,land,ANN,2085,
5561,0.33,2.15,cccma_cgcm3_1_t6,CMIP3,B1,Southeastern South America,SSA,land,DJF,2085,
5562,0.12,2.16,cccma_cgcm3_1_t6,CMIP3,B1,Southeastern South America,SSA,land,JJA,2085,
5563,0.19,2.16,cccma_cgcm3_1_t6,CMIP3,B1,Southeastern South America,SSA,land,MAM,2085,
5564,0.1,2.12,cccma_cgcm3_1_t6,CMIP3,B1,Southeastern South America,SSA,land,SON,2085,
5565,0.12,2.89,cccma_cgcm3_1_t6,CMIP3,B1,Tibetan Plateau,TIB,land,ANN,2085,
5566,0.08,3.31,cccma_cgcm3_1_t6,CMIP3,B1,Tibetan Plateau,TIB,land,DJF,2085,
5567,0.21,2.81,cccma_cgcm3_1_t6,CMIP3,B1,Tibetan Plateau,TIB,land,JJA,2085,
5568,0.1,2.69,cccma_cgcm3_1_t6,CMIP3,B1,Tibetan Plateau,TIB,land,MAM,2085,
5569,0.08,2.74,cccma_cgcm3_1_t6,CMIP3,B1,Tibetan Plateau,TIB,land,SON,2085,
5570,-0.01,2.51,cccma_cgcm3_1_t6,CMIP3,B1,West Africa,WAF,land,ANN,2085,
5571,0.11,2.54,cccma_cgcm3_1_t6,CMIP3,B1,West Africa,WAF,land,DJF,2085,
5572,0.01,2.44,cccma_cgcm3_1_t6,CMIP3,B1,West Africa,WAF,land,JJA,2085,
5573,-0.15,2.54,cccma_cgcm3_1_t6,CMIP3,B1,West Africa,WAF,land,MAM,2085,
5574,0.0,2.52,cccma_cgcm3_1_t6,CMIP3,B1,West Africa,WAF,land,SON,2085,
5575,-0.01,2.9,cccma_cgcm3_1_t6,CMIP3,B1,West Asia,WAS,land,ANN,2085,
5576,0.09,2.54,cccma_cgcm3_1_t6,CMIP3,B1,West Asia,WAS,land,DJF,2085,
5577,-0.01,2.95,cccma_cgcm3_1_t6,CMIP3,B1,West Asia,WAS,land,JJA,2085,
5578,-0.17,3.13,cccma_cgcm3_1_t6,CMIP3,B1,West Asia,WAS,land,MAM,2085,
5579,0.06,2.96,cccma_cgcm3_1_t6,CMIP3,B1,West Asia,WAS,land,SON,2085,
5580,0.12,2.78,cccma_cgcm3_1_t6,CMIP3,B1,West North America,WNA,land,ANN,2085,
5581,0.2,3.47,cccma_cgcm3_1_t6,CMIP3,B1,West North America,WNA,land,DJF,2085,
5582,-0.0,2.66,cccma_cgcm3_1_t6,CMIP3,B1,West North America,WNA,land,JJA,2085,
5583,0.1,2.63,cccma_cgcm3_1_t6,CMIP3,B1,West North America,WNA,land,MAM,2085,
5584,0.17,2.35,cccma_cgcm3_1_t6,CMIP3,B1,West North America,WNA,land,SON,2085,
5585,-0.04,2.33,cccma_cgcm3_1_t6,CMIP3,B1,West Coast South America,WSA,land,ANN,2085,
5586,-0.03,2.37,cccma_cgcm3_1_t6,CMIP3,B1,West Coast South America,WSA,land,DJF,2085,
5587,0.0,2.25,cccma_cgcm3_1_t6,CMIP3,B1,West Coast South America,WSA,land,JJA,2085,
5588,-0.1,2.33,cccma_cgcm3_1_t6,CMIP3,B1,West Coast South America,WSA,land,MAM,2085,
5589,-0.05,2.37,cccma_cgcm3_1_t6,CMIP3,B1,West Coast South America,WSA,land,SON,2085,
5590,0.18,2.69,cnrm_cm3,CMIP3,B1,Alaska/NW Canada,ALA,land,ANN,2085,
5591,0.18,4.31,cnrm_cm3,CMIP3,B1,Alaska/NW Canada,ALA,land,DJF,2085,
5592,0.23,1.34,cnrm_cm3,CMIP3,B1,Alaska/NW Canada,ALA,land,JJA,2085,
5593,0.09,1.58,cnrm_cm3,CMIP3,B1,Alaska/NW Canada,ALA,land,MAM,2085,
5594,0.2,3.54,cnrm_cm3,CMIP3,B1,Alaska/NW Canada,ALA,land,SON,2085,
5595,0.05,2.32,cnrm_cm3,CMIP3,B1,South America: Amazon,AMZ,land,ANN,2085,
5596,0.07,2.41,cnrm_cm3,CMIP3,B1,South America: Amazon,AMZ,land,DJF,2085,
5597,-0.14,2.31,cnrm_cm3,CMIP3,B1,South America: Amazon,AMZ,land,JJA,2085,
5598,0.09,2.16,cnrm_cm3,CMIP3,B1,South America: Amazon,AMZ,land,MAM,2085,
5599,0.19,2.4,cnrm_cm3,CMIP3,B1,South America: Amazon,AMZ,land,SON,2085,
5600,-0.1,1.97,cnrm_cm3,CMIP3,B1,Central America,CAM,land,ANN,2085,
5601,-0.27,1.99,cnrm_cm3,CMIP3,B1,Central America,CAM,land,DJF,2085,
5602,0.01,1.85,cnrm_cm3,CMIP3,B1,Central America,CAM,land,JJA,2085,
5603,-0.17,2.16,cnrm_cm3,CMIP3,B1,Central America,CAM,land,MAM,2085,
5604,0.04,1.89,cnrm_cm3,CMIP3,B1,Central America,CAM,land,SON,2085,
5605,-0.01,2.53,cnrm_cm3,CMIP3,B1,Central Asia,CAS,land,ANN,2085,
5606,0.06,2.22,cnrm_cm3,CMIP3,B1,Central Asia,CAS,land,DJF,2085,
5607,0.0,2.64,cnrm_cm3,CMIP3,B1,Central Asia,CAS,land,JJA,2085,
5608,-0.1,2.88,cnrm_cm3,CMIP3,B1,Central Asia,CAS,land,MAM,2085,
5609,0.0,2.39,cnrm_cm3,CMIP3,B1,Central Asia,CAS,land,SON,2085,
5610,-0.1,2.07,cnrm_cm3,CMIP3,B1,Central Europe,CEU,land,ANN,2085,
5611,0.16,2.07,cnrm_cm3,CMIP3,B1,Central Europe,CEU,land,DJF,2085,
5612,-0.4,2.67,cnrm_cm3,CMIP3,B1,Central Europe,CEU,land,JJA,2085,
5613,-0.05,1.68,cnrm_cm3,CMIP3,B1,Central Europe,CEU,land,MAM,2085,
5614,-0.11,1.87,cnrm_cm3,CMIP3,B1,Central Europe,CEU,land,SON,2085,
5615,0.0,1.48,cnrm_cm3,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
5616,-0.1,2.15,cnrm_cm3,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
5617,0.06,0.97,cnrm_cm3,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
5618,-0.0,0.86,cnrm_cm3,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
5619,0.04,1.96,cnrm_cm3,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
5620,-0.11,2.69,cnrm_cm3,CMIP3,B1,Central North America,CNA,land,ANN,2085,
5621,-0.01,2.53,cnrm_cm3,CMIP3,B1,Central North America,CNA,land,DJF,2085,
5622,-0.26,2.92,cnrm_cm3,CMIP3,B1,Central North America,CNA,land,JJA,2085,
5623,0.0,2.55,cnrm_cm3,CMIP3,B1,Central North America,CNA,land,MAM,2085,
5624,-0.19,2.76,cnrm_cm3,CMIP3,B1,Central North America,CNA,land,SON,2085,
5625,0.16,2.26,cnrm_cm3,CMIP3,B1,East Africa,EAF,land,ANN,2085,
5626,0.4,2.36,cnrm_cm3,CMIP3,B1,East Africa,EAF,land,DJF,2085,
5627,-0.23,2.18,cnrm_cm3,CMIP3,B1,East Africa,EAF,land,JJA,2085,
5628,0.23,2.22,cnrm_cm3,CMIP3,B1,East Africa,EAF,land,MAM,2085,
5629,0.23,2.26,cnrm_cm3,CMIP3,B1,East Africa,EAF,land,SON,2085,
5630,0.06,2.11,cnrm_cm3,CMIP3,B1,Eastern Asia,EAS,land,ANN,2085,
5631,-0.03,2.45,cnrm_cm3,CMIP3,B1,Eastern Asia,EAS,land,DJF,2085,
5632,0.19,2.09,cnrm_cm3,CMIP3,B1,Eastern Asia,EAS,land,JJA,2085,
5633,0.06,2.1,cnrm_cm3,CMIP3,B1,Eastern Asia,EAS,land,MAM,2085,
5634,0.02,1.81,cnrm_cm3,CMIP3,B1,Eastern Asia,EAS,land,SON,2085,
5635,0.02,1.78,cnrm_cm3,CMIP3,B1,Eastern North America,ENA,land,ANN,2085,
5636,0.09,1.81,cnrm_cm3,CMIP3,B1,Eastern North America,ENA,land,DJF,2085,
5637,-0.01,1.9,cnrm_cm3,CMIP3,B1,Eastern North America,ENA,land,JJA,2085,
5638,-0.11,1.58,cnrm_cm3,CMIP3,B1,Eastern North America,ENA,land,MAM,2085,
5639,0.11,1.85,cnrm_cm3,CMIP3,B1,Eastern North America,ENA,land,SON,2085,
5640,-0.16,2.22,cnrm_cm3,CMIP3,B1,Southern Europe/Mediterranean,MED,land,ANN,2085,
5641,-0.22,1.62,cnrm_cm3,CMIP3,B1,Southern Europe/Mediterranean,MED,land,DJF,2085,
5642,-0.09,2.97,cnrm_cm3,CMIP3,B1,Southern Europe/Mediterranean,MED,land,JJA,2085,
5643,-0.21,2.15,cnrm_cm3,CMIP3,B1,Southern Europe/Mediterranean,MED,land,MAM,2085,
5644,-0.12,2.15,cnrm_cm3,CMIP3,B1,Southern Europe/Mediterranean,MED,land,SON,2085,
5645,0.18,2.51,cnrm_cm3,CMIP3,B1,North Asia,NAS,land,ANN,2085,
5646,0.2,3.57,cnrm_cm3,CMIP3,B1,North Asia,NAS,land,DJF,2085,
5647,0.09,1.67,cnrm_cm3,CMIP3,B1,North Asia,NAS,land,JJA,2085,
5648,0.19,1.89,cnrm_cm3,CMIP3,B1,North Asia,NAS,land,MAM,2085,
5649,0.23,2.89,cnrm_cm3,CMIP3,B1,North Asia,NAS,land,SON,2085,
5650,0.15,1.91,cnrm_cm3,CMIP3,B1,Australia/North Australia,NAU,land,ANN,2085,
5651,0.15,1.93,cnrm_cm3,CMIP3,B1,Australia/North Australia,NAU,land,DJF,2085,
5652,0.16,1.87,cnrm_cm3,CMIP3,B1,Australia/North Australia,NAU,land,JJA,2085,
5653,0.31,1.86,cnrm_cm3,CMIP3,B1,Australia/North Australia,NAU,land,MAM,2085,
5654,-0.02,1.96,cnrm_cm3,CMIP3,B1,Australia/North Australia,NAU,land,SON,2085,
5655,0.6,1.94,cnrm_cm3,CMIP3,B1,Northeast Brazil,NEB,land,ANN,2085,
5656,1.6,1.65,cnrm_cm3,CMIP3,B1,Northeast Brazil,NEB,land,DJF,2085,
5657,-0.05,2.17,cnrm_cm3,CMIP3,B1,Northeast Brazil,NEB,land,JJA,2085,
5658,0.17,1.85,cnrm_cm3,CMIP3,B1,Northeast Brazil,NEB,land,MAM,2085,
5659,0.67,2.1,cnrm_cm3,CMIP3,B1,Northeast Brazil,NEB,land,SON,2085,
5660,0.11,2.05,cnrm_cm3,CMIP3,B1,Northern Europe,NEU,land,ANN,2085,
5661,0.31,2.9,cnrm_cm3,CMIP3,B1,Northern Europe,NEU,land,DJF,2085,
5662,-0.04,1.54,cnrm_cm3,CMIP3,B1,Northern Europe,NEU,land,JJA,2085,
5663,0.13,1.86,cnrm_cm3,CMIP3,B1,Northern Europe,NEU,land,MAM,2085,
5664,0.05,1.91,cnrm_cm3,CMIP3,B1,Northern Europe,NEU,land,SON,2085,
5665,0.0,1.92,cnrm_cm3,CMIP3,B1,Southern Africa,SAF,land,ANN,2085,
5666,0.12,1.9,cnrm_cm3,CMIP3,B1,Southern Africa,SAF,land,DJF,2085,
5667,-0.05,1.89,cnrm_cm3,CMIP3,B1,Southern Africa,SAF,land,JJA,2085,
5668,0.14,1.8,cnrm_cm3,CMIP3,B1,Southern Africa,SAF,land,MAM,2085,
5669,-0.21,2.08,cnrm_cm3,CMIP3,B1,Southern Africa,SAF,land,SON,2085,
5670,0.02,2.45,cnrm_cm3,CMIP3,B1,Africa: Sahara,SAH,land,ANN,2085,
5671,-0.0,2.27,cnrm_cm3,CMIP3,B1,Africa: Sahara,SAH,land,DJF,2085,
5672,-0.03,2.7,cnrm_cm3,CMIP3,B1,Africa: Sahara,SAH,land,JJA,2085,
5673,-0.02,2.29,cnrm_cm3,CMIP3,B1,Africa: Sahara,SAH,land,MAM,2085,
5674,0.12,2.53,cnrm_cm3,CMIP3,B1,Africa: Sahara,SAH,land,SON,2085,
5675,0.21,1.89,cnrm_cm3,CMIP3,B1,South Asia,SAS,land,ANN,2085,
5676,-0.18,1.83,cnrm_cm3,CMIP3,B1,South Asia,SAS,land,DJF,2085,
5677,0.25,1.84,cnrm_cm3,CMIP3,B1,South Asia,SAS,land,JJA,2085,
5678,0.14,2.1,cnrm_cm3,CMIP3,B1,South Asia,SAS,land,MAM,2085,
5679,0.64,1.79,cnrm_cm3,CMIP3,B1,South Asia,SAS,land,SON,2085,
5680,-0.03,1.2,cnrm_cm3,CMIP3,B1,South Australia/New Zealand,SAU,land,ANN,2085,
5681,-0.0,1.1,cnrm_cm3,CMIP3,B1,South Australia/New Zealand,SAU,land,DJF,2085,
5682,-0.04,1.3,cnrm_cm3,CMIP3,B1,South Australia/New Zealand,SAU,land,JJA,2085,
5683,-0.12,1.25,cnrm_cm3,CMIP3,B1,South Australia/New Zealand,SAU,land,MAM,2085,
5684,0.04,1.17,cnrm_cm3,CMIP3,B1,South Australia/New Zealand,SAU,land,SON,2085,
5685,0.09,1.66,cnrm_cm3,CMIP3,B1,Southeast Asia (sea),SEA,sea,ANN,2085,
5686,-0.06,1.65,cnrm_cm3,CMIP3,B1,Southeast Asia (sea),SEA,sea,DJF,2085,
5687,0.18,1.64,cnrm_cm3,CMIP3,B1,Southeast Asia (sea),SEA,sea,JJA,2085,
5688,0.07,1.71,cnrm_cm3,CMIP3,B1,Southeast Asia (sea),SEA,sea,MAM,2085,
5689,0.17,1.63,cnrm_cm3,CMIP3,B1,Southeast Asia (sea),SEA,sea,SON,2085,
5690,0.05,1.47,cnrm_cm3,CMIP3,B1,Southeastern South America,SSA,land,ANN,2085,
5691,0.06,1.56,cnrm_cm3,CMIP3,B1,Southeastern South America,SSA,land,DJF,2085,
5692,0.04,1.31,cnrm_cm3,CMIP3,B1,Southeastern South America,SSA,land,JJA,2085,
5693,0.09,1.36,cnrm_cm3,CMIP3,B1,Southeastern South America,SSA,land,MAM,2085,
5694,0.03,1.64,cnrm_cm3,CMIP3,B1,Southeastern South America,SSA,land,SON,2085,
5695,0.08,2.45,cnrm_cm3,CMIP3,B1,Tibetan Plateau,TIB,land,ANN,2085,
5696,0.08,2.81,cnrm_cm3,CMIP3,B1,Tibetan Plateau,TIB,land,DJF,2085,
5697,0.15,2.23,cnrm_cm3,CMIP3,B1,Tibetan Plateau,TIB,land,JJA,2085,
5698,0.1,2.48,cnrm_cm3,CMIP3,B1,Tibetan Plateau,TIB,land,MAM,2085,
5699,-0.01,2.29,cnrm_cm3,CMIP3,B1,Tibetan Plateau,TIB,land,SON,2085,
5700,0.35,2.21,cnrm_cm3,CMIP3,B1,West Africa,WAF,land,ANN,2085,
5701,0.33,2.39,cnrm_cm3,CMIP3,B1,West Africa,WAF,land,DJF,2085,
5702,0.25,2.07,cnrm_cm3,CMIP3,B1,West Africa,WAF,land,JJA,2085,
5703,0.41,2.13,cnrm_cm3,CMIP3,B1,West Africa,WAF,land,MAM,2085,
5704,0.4,2.22,cnrm_cm3,CMIP3,B1,West Africa,WAF,land,SON,2085,
5705,-0.02,2.54,cnrm_cm3,CMIP3,B1,West Asia,WAS,land,ANN,2085,
5706,0.01,2.07,cnrm_cm3,CMIP3,B1,West Asia,WAS,land,DJF,2085,
5707,-0.21,2.99,cnrm_cm3,CMIP3,B1,West Asia,WAS,land,JJA,2085,
5708,-0.05,2.68,cnrm_cm3,CMIP3,B1,West Asia,WAS,land,MAM,2085,
5709,0.16,2.4,cnrm_cm3,CMIP3,B1,West Asia,WAS,land,SON,2085,
5710,-0.06,1.95,cnrm_cm3,CMIP3,B1,West North America,WNA,land,ANN,2085,
5711,-0.01,1.72,cnrm_cm3,CMIP3,B1,West North America,WNA,land,DJF,2085,
5712,-0.13,2.47,cnrm_cm3,CMIP3,B1,West North America,WNA,land,JJA,2085,
5713,-0.17,1.59,cnrm_cm3,CMIP3,B1,West North America,WNA,land,MAM,2085,
5714,0.08,2.02,cnrm_cm3,CMIP3,B1,West North America,WNA,land,SON,2085,
5715,-0.09,1.66,cnrm_cm3,CMIP3,B1,West Coast South America,WSA,land,ANN,2085,
5716,-0.12,1.76,cnrm_cm3,CMIP3,B1,West Coast South America,WSA,land,DJF,2085,
5717,-0.08,1.61,cnrm_cm3,CMIP3,B1,West Coast South America,WSA,land,JJA,2085,
5718,-0.11,1.52,cnrm_cm3,CMIP3,B1,West Coast South America,WSA,land,MAM,2085,
5719,-0.06,1.76,cnrm_cm3,CMIP3,B1,West Coast South America,WSA,land,SON,2085,
5720,0.13,2.18,csiro_mk3_0,CMIP3,B1,Alaska/NW Canada,ALA,land,ANN,2085,
5721,0.12,2.37,csiro_mk3_0,CMIP3,B1,Alaska/NW Canada,ALA,land,DJF,2085,
5722,0.15,1.18,csiro_mk3_0,CMIP3,B1,Alaska/NW Canada,ALA,land,JJA,2085,
5723,0.06,2.13,csiro_mk3_0,CMIP3,B1,Alaska/NW Canada,ALA,land,MAM,2085,
5724,0.2,3.04,csiro_mk3_0,CMIP3,B1,Alaska/NW Canada,ALA,land,SON,2085,
5725,-0.01,1.66,csiro_mk3_0,CMIP3,B1,South America: Amazon,AMZ,land,ANN,2085,
5726,0.02,1.57,csiro_mk3_0,CMIP3,B1,South America: Amazon,AMZ,land,DJF,2085,
5727,-0.06,1.83,csiro_mk3_0,CMIP3,B1,South America: Amazon,AMZ,land,JJA,2085,
5728,0.14,1.38,csiro_mk3_0,CMIP3,B1,South America: Amazon,AMZ,land,MAM,2085,
5729,-0.15,1.87,csiro_mk3_0,CMIP3,B1,South America: Amazon,AMZ,land,SON,2085,
5730,-0.1,1.19,csiro_mk3_0,CMIP3,B1,Central America,CAM,land,ANN,2085,
5731,-0.06,1.12,csiro_mk3_0,CMIP3,B1,Central America,CAM,land,DJF,2085,
5732,-0.15,1.25,csiro_mk3_0,CMIP3,B1,Central America,CAM,land,JJA,2085,
5733,-0.13,1.12,csiro_mk3_0,CMIP3,B1,Central America,CAM,land,MAM,2085,
5734,-0.05,1.25,csiro_mk3_0,CMIP3,B1,Central America,CAM,land,SON,2085,
5735,0.01,2.1,csiro_mk3_0,CMIP3,B1,Central Asia,CAS,land,ANN,2085,
5736,0.08,1.98,csiro_mk3_0,CMIP3,B1,Central Asia,CAS,land,DJF,2085,
5737,0.01,2.27,csiro_mk3_0,CMIP3,B1,Central Asia,CAS,land,JJA,2085,
5738,-0.04,2.02,csiro_mk3_0,CMIP3,B1,Central Asia,CAS,land,MAM,2085,
5739,0.0,2.11,csiro_mk3_0,CMIP3,B1,Central Asia,CAS,land,SON,2085,
5740,0.03,1.48,csiro_mk3_0,CMIP3,B1,Central Europe,CEU,land,ANN,2085,
5741,0.07,1.71,csiro_mk3_0,CMIP3,B1,Central Europe,CEU,land,DJF,2085,
5742,-0.01,1.68,csiro_mk3_0,CMIP3,B1,Central Europe,CEU,land,JJA,2085,
5743,0.01,1.13,csiro_mk3_0,CMIP3,B1,Central Europe,CEU,land,MAM,2085,
5744,0.05,1.41,csiro_mk3_0,CMIP3,B1,Central Europe,CEU,land,SON,2085,
5745,0.07,1.48,csiro_mk3_0,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
5746,0.1,2.22,csiro_mk3_0,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
5747,0.04,0.58,csiro_mk3_0,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
5748,0.05,1.38,csiro_mk3_0,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
5749,0.08,1.73,csiro_mk3_0,CMIP3,B1,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
